company_id,employee_count_baseline,company_age_years,industry_biotech,industry_software,location_boston,location_sf,location_nyc,prior_funding,growth_rate_6mo_prior,propensity_score_true,treated,funding_amount,y0_counterfactual,y1_counterfactual,employee_growth_12mo
COMP_0170,5,11.339589337686686,1,0,0,0,1,0,-0.000872839400950412,0.0868376629203971,0,0.0,0.037152444872506886,0.2371524448725069,0.037152444872506886
COMP_0171,6,1.5672170473637919,0,0,0,0,1,1,0.13349062538803913,0.27844006536587557,1,3742699.517784065,0.28391810870107154,0.48391810870107155,0.48391810870107155
COMP_0172,11,6.138100383047259,1,0,0,1,0,0,-0.16133325389529127,0.13978125631027735,1,7456062.483783699,0.09685265876348441,0.29685265876348443,0.29685265876348443
COMP_0173,16,4.575090170802877,0,0,1,0,0,0,0.01809373017749183,0.15583569430812594,0,0.0,-0.05691347253191266,0.14308652746808737,-0.05691347253191266
COMP_0174,15,2.5111653177796573,1,0,1,0,0,1,-0.06381818005228507,0.36208227980194885,1,4417719.503309573,0.2944770132676045,0.4944770132676045,0.4944770132676045
COMP_0175,23,4.023380357557976,0,0,0,0,1,0,0.12030075218384365,0.19449103440899873,0,0.0,0.18546378361721513,0.3854637836172151,0.18546378361721513
COMP_0176,12,6.3239073028750195,0,0,1,0,0,0,0.2491671063263361,0.18413427787351372,0,0.0,0.11002041533611896,0.31002041533611896,0.11002041533611896
COMP_0177,38,1.5532502359461082,1,0,0,0,1,0,0.19690092806718273,0.40848126179852356,1,8086285.02045344,0.18563252449796339,0.38563252449796337,0.38563252449796337
COMP_0178,9,1.1881776743730195,0,1,0,0,0,0,-0.2557489041288338,0.10237147514815956,0,0.0,0.25349704568476483,0.45349704568476484,0.25349704568476483
COMP_0179,107,3.3041889515169207,0,0,0,0,0,1,0.40631044793918203,0.4960127472896399,0,0.0,0.3923132395793936,0.5923132395793936,0.3923132395793936
COMP_0180,20,4.94837352891322,0,1,0,0,1,1,0.14429199109313026,0.3526220019470301,0,0.0,0.22579854550235662,0.42579854550235663,0.22579854550235662
COMP_0181,6,4.310050106461536,0,0,0,1,0,0,-0.01647487107395003,0.1164560680289868,0,0.0,0.0014233558187210643,0.20142335581872106,0.0014233558187210643
COMP_0182,5,4.795696429343327,0,1,0,0,0,0,0.12356918784864113,0.12459699228114618,0,0.0,0.09742664283479631,0.2974266428347963,0.09742664283479631
COMP_0183,17,1.7158874902256596,1,0,0,0,0,0,0.12642847337540386,0.2556374853375158,0,0.0,0.40484481266483363,0.6048448126648336,0.40484481266483363
COMP_0184,10,5.10851431915759,1,0,0,1,0,0,-2.7307542734542056e-05,0.19464112312934126,1,12856312.56688711,0.20461083561649945,0.40461083561649946,0.40461083561649946
COMP_0185,21,0.5,1,0,0,0,0,0,0.12968750010131133,0.2937441804477317,0,0.0,0.2472615177176881,0.4472615177176881,0.2472615177176881
COMP_0186,17,2.3590068850328487,0,0,0,1,0,0,0.008879156856953924,0.18721965042409844,0,0.0,0.22567258160515236,0.42567258160515237,0.22567258160515236
COMP_0187,11,0.5,1,0,0,0,0,0,0.03934570109649659,0.2223644934456203,0,0.0,0.17827741442194997,0.37827741442194995,0.17827741442194997
COMP_0188,6,1.1772875728295635,0,1,0,0,0,0,-0.002941870363262669,0.14355342709795965,0,0.0,0.353279398118422,0.5532793981184221,0.353279398118422
COMP_0189,5,1.3693036878875584,0,1,1,0,0,0,-0.11490069346094789,0.15657968451719015,0,0.0,0.31802808147188316,0.5180280814718832,0.31802808147188316
COMP_0190,8,1.5134011055660022,0,1,0,0,0,0,0.12187547053230759,0.18486066133580303,0,0.0,0.20261917439812369,0.40261917439812367,0.20261917439812369
COMP_0191,24,3.566929506093433,0,0,0,0,1,0,0.1877949154774507,0.22658651636602967,1,6405843.759763605,0.12269288966950502,0.32269288966950505,0.32269288966950505
COMP_0192,14,1.4758060281342193,0,0,0,0,0,1,0.17723253941145584,0.28876322592095155,1,4899689.347333168,0.005954148628822542,0.20595414862882255,0.20595414862882255
COMP_0193,5,1.7863937566917854,0,1,0,0,1,0,0.22298878789528515,0.24052005777043214,1,10352765.414732082,0.13140394199348251,0.33140394199348255,0.33140394199348255
COMP_0194,13,0.8136319461959338,0,0,0,0,0,0,0.14865103150223025,0.1802615721363246,1,15392137.626309805,0.08489028975581317,0.2848902897558132,0.2848902897558132
COMP_0195,16,1.4016312016520285,0,0,1,0,0,1,0.020091175267464484,0.3168677120126859,0,0.0,0.2512487673950816,0.45124876739508163,0.2512487673950816
COMP_0196,6,0.7734752925991465,0,1,0,1,0,0,0.22594957966467832,0.2915391435487337,1,4284904.966978337,0.31020455026203303,0.510204550262033,0.510204550262033
COMP_0197,13,0.5,0,0,1,0,0,0,-0.10362763097629024,0.16969780959435313,0,0.0,0.019664892442575105,0.21966489244257512,0.019664892442575105
COMP_0198,12,2.7748487859553688,1,0,0,0,0,0,-0.035100707376872015,0.1676723636075251,0,0.0,0.1571954035815681,0.3571954035815681,0.1571954035815681
COMP_0199,5,3.309784425213207,1,0,0,0,0,0,-0.044630010713486684,0.12593299141925102,0,0.0,0.212580401099417,0.412580401099417,0.212580401099417
COMP_0200,16,2.898731190445255,0,0,0,0,0,0,0.26200840887089655,0.19246381788695455,0,0.0,0.27733856195341,0.47733856195341,0.27733856195341
COMP_0201,19,1.868032845050842,0,1,0,0,0,0,0.24141827712101133,0.2649037215780114,0,0.0,0.10868401565316396,0.30868401565316395,0.10868401565316396
COMP_0202,28,1.4330710343396997,0,0,1,0,0,0,0.17309578555674923,0.2895739451473558,1,15069928.86236301,0.24107259058927463,0.4410725905892746,0.4410725905892746
COMP_0203,28,5.970638165684265,0,0,0,1,0,1,0.2607894797817696,0.35989417048295014,0,0.0,0.11989099600361353,0.31989099600361354,0.11989099600361353
COMP_0204,5,2.1961741644047805,1,0,1,0,0,0,-0.03189241736179821,0.19772553744172322,0,0.0,0.3095867986055535,0.5095867986055536,0.3095867986055535
COMP_0205,5,1.9570631745457483,0,0,0,1,0,0,0.15228926797914707,0.1811914026745652,0,0.0,0.30628346446043475,0.5062834644604348,0.30628346446043475
COMP_0206,18,0.5,0,1,0,1,0,1,0.08122383574252537,0.4451118899774729,0,0.0,0.2615905292435259,0.4615905292435259,0.2615905292435259
COMP_0207,18,1.252223644232393,0,1,0,0,1,0,0.2270323155827371,0.3309157431991869,0,0.0,0.22806765068736862,0.42806765068736863,0.22806765068736862
COMP_0208,18,1.4350540946964156,0,1,0,1,0,1,0.08271636511717037,0.4228801499538712,0,0.0,0.28716247668207073,0.48716247668207074,0.28716247668207073
COMP_0209,265,1.5265965425939976,0,0,1,0,0,1,0.04225856673848783,0.5264194781489627,1,15047896.212262616,0.046889454630243466,0.24688945463024348,0.24688945463024348
COMP_0210,19,2.6037331645958117,1,0,1,0,0,1,0.18113627778414848,0.49630780032794497,0,0.0,0.39342105495746527,0.5934210549574652,0.39342105495746527
COMP_0211,30,2.2881513130586066,0,1,1,0,0,0,0.23142537507868494,0.3668846437070244,1,16113020.052333655,0.2935346429529103,0.49353464295291033,0.49353464295291033
COMP_0212,26,2.808754074824459,0,0,0,0,0,1,-0.00025177922702024347,0.230773278095121,0,0.0,0.2733226804497034,0.47332268044970344,0.2733226804497034
COMP_0213,20,4.343019386360643,0,0,0,0,0,1,0.0908386492971436,0.2220249039390197,0,0.0,0.06959147293092921,0.2695914729309292,0.06959147293092921
COMP_0214,9,5.029711204455494,0,0,0,0,0,0,-0.05876609504624791,0.07861351615469417,0,0.0,-0.014040711159240007,0.18595928884076002,-0.014040711159240007
COMP_0215,22,3.7988542314941727,1,0,0,0,1,0,-0.2747091526239409,0.15420540889099435,0,0.0,-0.0756028469497882,0.12439715305021182,-0.0756028469497882
COMP_0216,6,9.338396175012615,1,0,0,1,0,0,0.13006894471205935,0.14979957430401503,0,0.0,0.05274819272742663,0.25274819272742666,0.05274819272742663
COMP_0217,10,0.5,1,0,0,0,0,0,0.19133580343819478,0.2735763057616522,0,0.0,0.20136197269839648,0.40136197269839646,0.20136197269839648
COMP_0218,8,0.6536397321375389,0,0,0,1,0,0,0.13931002136300882,0.22047310640014767,0,0.0,0.3530429972038957,0.5530429972038957,0.3530429972038957
COMP_0219,13,0.5,1,0,0,1,0,0,-0.19243425766315506,0.22004850919477079,1,18390333.998786237,0.13884960563421406,0.33884960563421407,0.33884960563421407
COMP_0220,77,3.127898779223255,1,0,0,1,0,1,0.04737258548852882,0.521261401106567,1,30071926.29548213,0.3322466813039446,0.5322466813039446,0.5322466813039446
COMP_0221,5,6.8492460301994305,0,0,1,0,0,0,-0.23275216400766216,0.059100466117628384,0,0.0,-0.07206774746889294,0.12793225253110707,-0.07206774746889294
COMP_0222,21,0.8370880328333205,1,0,0,1,0,0,0.30545516614812773,0.4602237941942383,0,0.0,0.2789390035785376,0.47893900357853764,0.2789390035785376
COMP_0223,5,7.853307498671157,0,0,0,1,0,0,-0.06290818731771289,0.07389682733958645,1,8369039.046780213,0.007034911906668433,0.20703491190666845,0.20703491190666845
COMP_0224,8,0.5,0,0,0,0,1,0,0.2883105414189845,0.2593122034826938,1,10563143.173899854,0.3360289651707516,0.5360289651707516,0.5360289651707516
COMP_0225,29,8.174186769000354,0,0,1,0,0,0,0.24188044655262184,0.194118324359146,0,0.0,0.02616546228657117,0.2261654622865712,0.02616546228657117
COMP_0226,12,1.2998474379196152,1,0,0,1,0,0,-0.03508855288040924,0.25832553743984515,0,0.0,0.33572797566046186,0.5357279756604618,0.33572797566046186
COMP_0227,5,0.5,1,0,0,0,0,0,-0.06991774269016174,0.1535527001370277,0,0.0,0.12315518990050667,0.3231551899005067,0.12315518990050667
COMP_0228,6,1.995847646698235,0,0,1,0,0,0,0.15255553245795073,0.18893489262888993,1,8120290.069416078,0.17072446213421205,0.37072446213421206,0.37072446213421206
COMP_0229,20,0.8902756892345156,0,0,0,1,0,0,-0.026648605577460655,0.2069178266337192,1,10009889.110282883,0.24456067902087014,0.44456067902087015,0.44456067902087015
COMP_0230,6,1.0058849777749859,0,0,0,0,0,0,0.11537269632373114,0.1379626902550016,0,0.0,0.12760535794432448,0.3276053579443245,0.12760535794432448
COMP_0231,14,1.1014313614838358,1,0,1,0,0,1,0.027575861378962258,0.43455900476905657,1,21520840.06075667,0.32914977655164734,0.5291497765516473,0.5291497765516473
COMP_0232,12,4.8740490598962705,0,0,1,0,0,0,-0.167173762169845,0.1019008277737898,0,0.0,0.009029497553207345,0.20902949755320735,0.009029497553207345
COMP_0233,7,2.3241214144147815,0,0,0,0,1,0,-0.23457020286866884,0.0896611357568594,0,0.0,0.042085392725171804,0.24208539272517182,0.042085392725171804
COMP_0234,67,1.1188820872603575,0,1,0,1,0,1,0.1340026372741896,0.5541677927633891,0,0.0,0.13519642880602867,0.3351964288060287,0.13519642880602867
COMP_0235,20,2.827394282863537,0,0,0,0,1,1,0.015766338050406198,0.27838492724972447,0,0.0,-0.0032522092223766508,0.19674779077762336,-0.0032522092223766508
COMP_0236,5,3.777935173944304,0,0,0,0,0,1,0.01703652746288016,0.14667902268224126,1,5104272.07590112,0.20894698723529082,0.4089469872352908,0.4089469872352908
COMP_0237,14,0.9549352266241381,0,1,1,0,0,0,0.2043795758640678,0.3329179092632461,0,0.0,0.43276183967420195,0.632761839674202,0.43276183967420195
COMP_0238,7,1.6009990018773064,1,0,0,0,1,0,0.27601634149486676,0.3264480786947135,0,0.0,0.23679698769780155,0.43679698769780156,0.23679698769780155
COMP_0239,24,0.5,0,1,0,0,1,1,0.05911829179572863,0.43085901198618626,1,6501677.73654866,0.28102501980465744,0.48102501980465745,0.48102501980465745
COMP_0240,6,0.5995607031664162,1,0,1,0,0,0,0.04891019396352078,0.26413082117188696,1,19909073.075096603,0.3149623835045907,0.5149623835045907,0.5149623835045907
COMP_0241,11,3.4288010778785107,0,1,0,0,1,0,0.17502145496708255,0.23622858799428245,0,0.0,0.30473327332311695,0.5047332733231169,0.30473327332311695
COMP_0242,18,0.6006196844509417,0,1,0,1,0,0,-0.1035403354549363,0.231469681897853,0,0.0,0.022707462540883405,0.22270746254088342,0.022707462540883405
COMP_0243,24,2.2343534991963,1,0,0,0,1,0,0.13347295821215455,0.3311311936740733,0,0.0,0.18187862690657752,0.38187862690657753,0.18187862690657752
COMP_0244,5,3.7037729983190566,1,0,1,0,0,1,0.18278289577332313,0.37238932869790076,0,0.0,0.2918741394823016,0.49187413948230163,0.2918741394823016
COMP_0245,9,0.5,1,0,0,0,1,1,0.20203453126264437,0.47832270596321425,1,16653215.925346175,0.4431000780020249,0.6431000780020248,0.6431000780020248
COMP_0246,8,2.5132166177044404,0,0,0,1,0,1,-0.19051290537536972,0.18115897286910349,1,8339633.491865354,0.38416796928471114,0.5841679692847112,0.5841679692847112
COMP_0247,7,0.8894128802774524,0,0,0,0,0,0,-0.014203290471341085,0.11572260431649857,0,0.0,0.12318895501549586,0.3231889550154959,0.12318895501549586
COMP_0248,50,9.884588915423777,1,0,1,0,0,1,-0.03173948792351999,0.29352376315818296,0,0.0,-0.0019650896340009383,0.19803491036599907,-0.0019650896340009383
COMP_0249,16,1.9823051139804213,0,0,0,0,1,0,0.11498304316138196,0.2080882305333744,0,0.0,0.22429980992747195,0.42429980992747196,0.22429980992747195
COMP_0250,5,4.919576152306077,0,1,0,0,1,0,0.1721116869651976,0.17294424274641879,1,15329607.567304593,0.32864710981836953,0.5286471098183696,0.5286471098183696
COMP_0251,25,2.3970337499808334,1,0,0,0,1,1,0.32450656111689724,0.568313235523921,1,11860256.423923954,0.4048521197937744,0.6048521197937744,0.6048521197937744
COMP_0252,66,0.5,1,0,0,0,1,0,0.025755177944789043,0.39136140201041353,0,0.0,0.18153376408275057,0.3815337640827506,0.18153376408275057
COMP_0253,27,3.0084179507230573,0,1,0,0,1,0,0.025364125253617933,0.23841980273136684,0,0.0,0.2887350538950312,0.4887350538950312,0.2887350538950312
COMP_0254,5,9.072601560374197,0,0,0,0,0,0,0.27245080283181206,0.08474723314038445,0,0.0,0.15997723089942534,0.35997723089942535,0.15997723089942534
COMP_0255,8,2.7609852682614737,0,0,0,0,0,1,0.14448654077954576,0.22040754446360264,0,0.0,0.12076124194382475,0.32076124194382477,0.12076124194382475
COMP_0256,33,5.130906644123187,1,0,0,1,0,0,0.2901477266781961,0.38134508184486304,0,0.0,0.35654859515691373,0.5565485951569138,0.35654859515691373
COMP_0257,6,6.4678395904621,1,0,0,0,1,0,0.14330920045147544,0.17907343046808835,1,21172907.101988163,0.27561103982951596,0.47561103982951597,0.47561103982951597
COMP_0258,17,0.7766221975095007,0,1,0,0,0,0,-0.07356749280699063,0.17152847172822516,1,10379574.555040488,0.3115616966234652,0.5115616966234653,0.5115616966234653
COMP_0259,22,0.7149422825404672,1,0,0,0,0,1,-0.09996925321667097,0.32210387125922907,1,16699873.58995582,0.24997898006515978,0.4499789800651598,0.4499789800651598
COMP_0260,5,2.8323811941285912,1,0,0,0,0,1,-0.13272683735883933,0.1875726252199813,0,0.0,0.15054807568030157,0.35054807568030155,0.15054807568030157
COMP_0261,11,1.5881322970007319,1,0,0,1,0,0,0.19930777521377097,0.345059144840566,0,0.0,0.4646667990816037,0.6646667990816038,0.4646667990816037
COMP_0262,5,5.495144946506771,0,0,0,1,0,0,0.27828952346305125,0.1665741647715669,0,0.0,0.08649123928133756,0.2864912392813376,0.08649123928133756
COMP_0263,5,6.908449061138567,0,0,0,0,1,0,0.3774043212079572,0.16067626985195402,0,0.0,0.22274505547685308,0.4227450554768531,0.22274505547685308
COMP_0264,9,1.308181435270544,0,1,0,0,0,1,0.22646579984848603,0.35007281208904045,1,37471889.86339811,0.20939227427090282,0.40939227427090286,0.40939227427090286
COMP_0265,5,0.8109828438253293,0,0,0,0,1,0,0.27442578663024786,0.22280136312985774,0,0.0,0.36618266412589384,0.5661826641258938,0.36618266412589384
COMP_0266,44,4.549557887377346,1,0,0,0,1,1,0.012997550101947308,0.40282600551624737,0,0.0,0.20624520707129845,0.40624520707129846,0.20624520707129845
COMP_0267,5,0.9639483682024973,0,1,0,0,0,0,-0.0734623725115785,0.12341422196176043,1,13485764.808980713,0.30428878632040657,0.5042887863204066,0.5042887863204066
COMP_0268,8,5.188286776557105,1,0,0,1,0,1,0.22751189986263298,0.3917475421247994,1,10249707.574818674,0.3771747154662622,0.5771747154662622,0.5771747154662622
COMP_0269,13,1.6535799022662305,0,1,0,0,0,1,0.1626521128359101,0.33836945344436575,0,0.0,0.19531671765746184,0.39531671765746185,0.19531671765746184
COMP_0270,38,3.3037965096161104,0,0,0,1,0,0,0.11611665615113388,0.2484547860651687,0,0.0,0.34920936707311956,0.5492093670731195,0.34920936707311956
COMP_0271,5,0.5,0,1,0,1,0,1,0.1581057220949485,0.38913321155084774,0,0.0,0.5244611946050933,0.7244611946050934,0.5244611946050933
COMP_0272,30,2.9333762071961225,1,0,0,0,1,0,0.1484778223687309,0.33714955831021337,0,0.0,0.35296422788011306,0.552964227880113,0.35296422788011306
COMP_0273,12,1.803168413888355,0,1,0,0,0,0,0.2925725289780342,0.25928275383364874,0,0.0,0.23965592330770458,0.4396559233077046,0.23965592330770458
COMP_0274,5,2.6500803121998144,1,0,1,0,0,0,0.29424783772254337,0.31137883817743317,0,0.0,0.31019051253362123,0.5101905125336212,0.31019051253362123
COMP_0275,17,0.5518197447694737,0,0,0,1,0,1,0.18163305285105208,0.4153354236353831,1,14350841.557449933,0.3444916814261694,0.5444916814261694,0.5444916814261694
COMP_0276,14,4.0053639142455975,0,1,0,0,0,0,0.22687043088443923,0.20504136692530597,0,0.0,0.17666042743187296,0.376660427431873,0.17666042743187296
COMP_0277,7,5.9588827896356324,0,1,1,0,0,0,0.17710938286371636,0.18878926572383692,0,0.0,0.3803598560896475,0.5803598560896475,0.3803598560896475
COMP_0278,12,0.7328709800656181,0,1,0,0,1,0,0.030824540194807168,0.2375486927231695,0,0.0,0.24695411014709417,0.4469541101470942,0.24695411014709417
COMP_0279,8,0.5,0,1,0,0,1,0,0.213484701236971,0.28921530874390955,0,0.0,0.03585349120085102,0.23585349120085103,0.03585349120085102
COMP_0280,13,0.5,1,0,0,0,1,0,-0.10917426032888924,0.2316774172406252,1,8330676.487719865,0.2359153707186817,0.4359153707186817,0.4359153707186817
COMP_0281,20,3.0814280641487617,0,0,0,0,1,0,0.25808373284438246,0.25100571252923315,0,0.0,0.18674651490858635,0.38674651490858636,0.18674651490858635
COMP_0282,43,2.802554919971754,1,0,0,1,0,1,-0.07917844096490526,0.4230531469222779,0,0.0,0.26239687075969353,0.46239687075969355,0.26239687075969353
COMP_0283,5,2.373586240150697,0,0,0,0,1,0,0.14287049301920995,0.1585860684243079,0,0.0,0.13890891495044108,0.33890891495044106,0.13890891495044108
COMP_0284,67,0.7916899888238664,0,0,0,1,0,0,-0.02677309376392384,0.274619986252315,1,33002025.74374151,0.28620853057253154,0.48620853057253155,0.48620853057253155
COMP_0285,5,1.4873479951956154,0,0,0,0,1,0,0.183008347461164,0.1824424181033651,0,0.0,0.3215195360602324,0.5215195360602325,0.3215195360602324
COMP_0286,10,2.707728142617966,0,1,1,0,0,0,0.09491121611081367,0.23322766470582457,1,10942131.482054763,0.275141090747772,0.475141090747772,0.475141090747772
COMP_0287,19,2.060105144975748,0,1,0,0,1,1,-0.13921339372449984,0.28882334755150957,0,0.0,0.1586258106885336,0.3586258106885336,0.1586258106885336
COMP_0288,15,13.21539949014398,1,0,0,1,0,1,0.1631049446527718,0.23452847644192834,0,0.0,0.14388076958833418,0.3438807695883342,0.14388076958833418
COMP_0289,7,0.5,0,0,0,1,0,0,0.01331188347509342,0.17659296692220308,0,0.0,0.20674381653835333,0.40674381653835334,0.20674381653835333
COMP_0290,10,3.563752687261391,1,0,0,1,0,1,0.23217200812200536,0.4498552095318251,1,8724354.066728372,0.2843765964470311,0.4843765964470311,0.4843765964470311
COMP_0291,8,1.5541488024311982,0,1,0,1,0,1,0.1001988533101611,0.37024061538550546,1,6584646.100586837,0.3876838455493623,0.5876838455493623,0.5876838455493623
COMP_0292,7,1.6768959769551472,1,0,0,0,0,1,0.1593131478082057,0.33955223178550104,0,0.0,0.37565067346077907,0.5756506734607791,0.37565067346077907
COMP_0293,24,3.7932685842571585,1,0,0,1,0,0,-0.04363534325228177,0.24727825390327862,0,0.0,0.3625051532950909,0.5625051532950909,0.3625051532950909
COMP_0294,16,3.5372177259594437,0,1,0,0,0,1,0.01160016528589572,0.24997515019514366,0,0.0,0.3471565768464147,0.5471565768464147,0.3471565768464147
COMP_0295,6,14.218160423593108,1,0,0,0,0,0,0.03120420458483733,0.05615322134062873,0,0.0,-0.09253142370465975,0.10746857629534026,-0.09253142370465975
COMP_0296,25,0.5,0,0,0,0,1,0,0.22850537203638335,0.30421066247502965,0,0.0,0.34562074451413183,0.5456207445141319,0.34562074451413183
COMP_0297,15,0.5,1,0,1,0,0,0,0.3516065631708234,0.4664575011635347,1,17308456.356266752,0.3226277889699043,0.5226277889699043,0.5226277889699043
COMP_0298,23,3.8657482970206267,1,0,0,1,0,0,-0.02077576276143142,0.2520934678107187,1,15427919.143019412,0.2853228812083914,0.4853228812083914,0.4853228812083914
COMP_0299,20,2.591001751403941,0,1,0,0,0,0,0.26152722169865206,0.26166626385450986,0,0.0,0.24108675651091113,0.4410867565109111,0.24108675651091113
COMP_0300,6,0.9612797773500784,1,0,0,1,0,0,-0.2254516126588553,0.1666575766080118,0,0.0,0.0761860317441784,0.27618603174417844,0.0761860317441784
COMP_0301,7,0.5,1,0,1,0,0,0,-0.0791284101638434,0.2271483520510581,1,7798316.735666318,0.26581227169475613,0.46581227169475614,0.46581227169475614
COMP_0302,22,0.5,0,0,0,0,1,1,-0.04381676842801621,0.30782213919529045,1,13340583.305156615,-0.06407299565303742,0.1359270043469626,0.1359270043469626
COMP_0303,19,6.738355537396767,1,0,0,0,0,1,-0.10287630341610834,0.19841082568733323,0,0.0,-0.041570799763237076,0.15842920023676293,-0.041570799763237076
COMP_0304,11,0.6390870955798921,0,0,0,0,0,0,-0.13753825846813697,0.10720475662911025,0,0.0,0.08843271905170273,0.28843271905170276,0.08843271905170273
COMP_0305,13,1.1718989788427425,1,0,1,0,0,1,0.16194983682066963,0.4940489267846078,0,0.0,0.38523562538951267,0.5852356253895127,0.38523562538951267
COMP_0306,33,0.7710954902868998,1,0,0,0,1,1,0.06788984534082079,0.501905593296805,1,4703500.924039112,0.28976722692943624,0.48976722692943625,0.48976722692943625
COMP_0307,7,1.3154977044312623,0,0,0,1,0,1,0.15691080964076645,0.3243274073053261,0,0.0,0.13796984138647458,0.33796984138647457,0.13796984138647458
COMP_0308,18,0.5,1,0,0,1,0,0,0.20357090291822694,0.4071531575283004,0,0.0,0.28854289453240184,0.48854289453240185,0.28854289453240184
COMP_0309,10,2.1960369660766044,1,0,0,0,0,0,0.13984254897588003,0.22284851262771413,0,0.0,0.3041630639224998,0.5041630639224999,0.3041630639224998
COMP_0310,10,0.5,1,0,0,1,0,1,0.19866447642255608,0.5095249677311585,1,10968970.033845503,0.4706698185617991,0.6706698185617992,0.6706698185617992
COMP_0311,29,4.833666126477756,1,0,0,1,0,0,0.0895701570636596,0.29027732221646707,0,0.0,0.24120538683617934,0.4412053868361794,0.24120538683617934
COMP_0312,23,0.7985919230526181,0,0,1,0,0,0,-0.0780490082458617,0.19856156654046644,0,0.0,0.27984687850359335,0.47984687850359337,0.27984687850359335
COMP_0313,23,2.329664073445784,1,0,0,0,0,0,0.25867212712311943,0.31540413779747256,1,12540498.272097424,0.35797021388554706,0.5579702138855471,0.5579702138855471
COMP_0314,34,6.362768449469225,0,0,0,0,0,0,0.011633180082830971,0.11353783386682416,0,0.0,-0.012084057105911719,0.1879159428940883,-0.012084057105911719
COMP_0315,12,3.156996121230792,0,0,0,0,1,0,-0.040339444814363884,0.13576649785477585,0,0.0,0.06752316080635687,0.26752316080635685,0.06752316080635687
COMP_0316,21,2.284006897724195,0,1,0,0,0,0,0.07331231862934029,0.2028753489208915,0,0.0,0.08380339815370097,0.283803398153701,0.08380339815370097
COMP_0317,9,1.176168127452438,0,0,1,0,0,0,-0.036921637894476944,0.16351652423413643,1,23482371.665837537,0.15286632902738098,0.352866329027381,0.352866329027381
COMP_0318,15,1.2149043036715403,1,0,0,0,1,1,0.03738544270158517,0.41719364582070345,0,0.0,0.4089466549403592,0.6089466549403593,0.4089466549403592
COMP_0319,10,3.3213274517092084,0,0,0,1,0,1,0.15160808823452,0.3019264466768731,0,0.0,0.3257715456606611,0.5257715456606611,0.3257715456606611
COMP_0320,13,15.0,1,0,1,0,0,0,0.15225126088691904,0.11649869774037104,0,0.0,0.1867509305212952,0.3867509305212952,0.1867509305212952
COMP_0321,19,3.252701180895693,0,0,0,0,1,1,-0.034674509963844385,0.24763094707127092,0,0.0,0.12023203780831349,0.3202320378083135,0.12023203780831349
COMP_0322,6,2.4478665329039435,0,1,0,0,0,0,0.026844194057688314,0.13545423303704987,0,0.0,0.32430792110870277,0.5243079211087027,0.32430792110870277
COMP_0323,64,3.935236572578434,1,0,1,0,0,1,0.2611499507155366,0.5930144702696022,0,0.0,0.3580136570234457,0.5580136570234457,0.3580136570234457
COMP_0324,5,1.8776187839472267,0,1,0,1,0,1,0.17446001766009117,0.36447106169806226,0,0.0,0.49548451876642235,0.6954845187664224,0.49548451876642235
COMP_0325,5,0.5,0,0,0,1,0,1,0.41125975590228125,0.4391409695952199,0,0.0,0.40841260674104113,0.6084126067410411,0.40841260674104113
COMP_0326,30,2.4786427804318834,1,0,0,1,0,1,0.27701922606122914,0.5809156585937006,0,0.0,0.4859699460129032,0.6859699460129032,0.4859699460129032
COMP_0327,22,9.483610281886005,1,0,0,0,0,0,0.27164396028399085,0.18576594028313367,0,0.0,0.32740703944044497,0.527407039440445,0.32740703944044497
COMP_0328,20,0.5782174888221105,0,0,0,0,1,1,-0.10818028256837028,0.27379302381550497,0,0.0,0.15577809707362902,0.35577809707362906,0.15577809707362902
COMP_0329,20,3.513596275404774,0,1,0,0,1,0,0.21457905274501338,0.2842489769152356,0,0.0,0.2773559170798672,0.4773559170798672,0.2773559170798672
COMP_0330,12,0.6729340312267739,0,0,0,0,0,1,0.0920339797454634,0.2615837000449312,0,0.0,0.3770903202921601,0.5770903202921601,0.3770903202921601
COMP_0331,5,2.3024982780793395,0,0,1,0,0,1,0.01735272946926257,0.2292213697761508,0,0.0,0.19368518895745288,0.39368518895745286,0.19368518895745288
COMP_0332,12,0.5,0,0,0,0,1,0,0.12520230107987929,0.22198717427138862,0,0.0,0.08284075867921561,0.28284075867921565,0.08284075867921561
COMP_0333,7,1.795534973537642,0,0,0,0,1,0,0.24178173019172253,0.21211609756724964,0,0.0,0.4445617995549803,0.6445617995549804,0.4445617995549803
COMP_0334,26,4.23376997562737,1,0,0,0,1,1,0.17512473865063174,0.4512309072863339,1,6801721.158029626,0.25097901489420643,0.45097901489420644,0.45097901489420644
COMP_0335,10,1.2811612844563625,1,0,0,0,0,0,-0.03177107020130898,0.1822939030321482,0,0.0,0.23056980225404394,0.43056980225404395,0.23056980225404394
COMP_0336,6,3.280083818628265,0,0,0,0,0,0,0.21136883703889303,0.133803107715776,0,0.0,0.3024641200803852,0.5024641200803852,0.3024641200803852
COMP_0337,9,4.760827928749051,0,1,0,1,0,1,0.0043618686886054275,0.2673338905339749,0,0.0,0.16765104430070318,0.36765104430070317,0.16765104430070318
COMP_0338,16,7.859204078112627,1,0,0,0,0,0,0.13250246784464292,0.15588912258202356,0,0.0,0.052756001475789405,0.2527560014757894,0.052756001475789405
COMP_0339,7,0.8022350631466668,1,0,1,0,0,1,0.054497489878429874,0.4043299914225801,0,0.0,0.360587125856475,0.560587125856475,0.360587125856475
